"Food","Origin Country","Glucose","Carbohidrate","Vitamins Contained","Price Estimate"
"Chilli Paste, Ginger Garlic","China","63","235","Low","3281"
"Crab - Imitation Flakes","Canada","26","198","Medium","3461"
"Sugar - Sweet N Low, Individual","Philippines","38","356","Medium","3172"
"Mahi Mahi","Armenia","30","132","High","3538"
"Cheese - Havarti, Roasted Garlic","China","7","159","High","3563"
"Lettuce - Boston Bib","Poland","11","193","High","3891"
"Hand Towel","France","20","114","Medium","3702"
"Soup - Cream Of Potato / Leek","Greece","27","176","High","3413"
"Beef Flat Iron Steak","China","30","351","Medium","3269"
"Chicken - Whole Fryers","Portugal","19","134","High","3615"
"Cookies - Amaretto","Afghanistan","59","430","Medium","3119"
"Island Oasis - Lemonade","Kazakhstan","57","350","Medium","3207"
"Cheese - Camembert","Cameroon","45","344","Medium","2916"
"Tuna - Sushi Grade","Portugal","72","214","Low","2967"
"Wine - Chenin Blanc K.w.v.","Peru","45","318","Medium","3487"
"Energy Drink - Franks Pineapple","Ukraine","13","101","High","3878"
"Muffin - Mix - Strawberry Rhubarb","Philippines","5","105","Medium","3988"
"Shrimp - 16 - 20 Cooked, Peeled","Yemen","71","261","Low","3033"
"Beans - Wax","France","7","137","High","3735"
"Bar Nature Valley","Colombia","79","242","Low","3449"
"Stock - Beef, White","China","53","321","Medium","3124"
"Wine - Sogrape Mateus Rose","China","-8","164","High","3940"
"Bananas","Indonesia","72","228","Low","3405"
"Coffee - Almond Amaretto","Sweden","45","332","Medium","3040"
"Langers - Mango Nectar","Indonesia","6","122","High","4134"
"Graham Cracker Mix","China","74","256","Low","3280"
"French Pastries","Finland","59","308","Medium","3260"
"Beets - Pickled","Kyrgyzstan","90","213","Low","3407"
"Bread - Malt","Indonesia","85","256","Low","3025"
"Sauce Bbq Smokey","Philippines","64","276","Low","3300"
"Tea - Darjeeling, Azzura","Portugal","75","228","Low","3216"
"Cheese - Cottage Cheese","Argentina","57","367","Low","2998"
"Mustard - Pommery","Poland","90","218","Medium","3379"
"Cake - Dulce De Leche","Poland","24","119","High","3487"
"Crackers - Trio","Ireland","21","107","Low","3561"
"Shrimp - 21/25, Peel And Deviened","Japan","85","333","Medium","2717"
"Wine - Chateauneuf Du Pape","China","37","373","Medium","2566"
"Chocolate Bar - Smarties","Indonesia","16","124","Medium","3417"
"Arizona - Plum Green Tea","Indonesia","63","227","Low","3046"
"Soup Campbells","Portugal","60","277","Low","3067"
"Clam - Cherrystone","Poland","36","374","Medium","2913"
"Beef - Rib Roast, Cap On","China","29","122","High","3688"
"Radish - Black, Winter, Organic","Panama","59","293","Medium","3186"
"Wine - Fat Bastard Merlot","North Korea","5","111","Low","3326"
"Cheese - Cottage Cheese","Iran","13","147","High","3270"
"Pastry - Apple Muffins - Mini","Mexico","51","385","Medium","3224"
"Beef - Ground Lean Fresh","Brazil","86","276","Low","3186"
"Puff Pastry - Slab","Russia","62","266","Low","3153"
"Onions - Vidalia","Poland","43","346","High","3478"
"Sauerkraut","Poland","43","352","Medium","3185"
"Pan Grease","Canada","20","171","High","3625"
"Container - Clear 16 Oz","Sweden","23","245","Medium","2806"
"Passion Fruit","Sweden","83","248","Low","3422"
"Pasta - Fettuccine, Dry","Mauritius","79","215","Low","3249"
"Creme De Menth - White","Vietnam","43","332","Medium","3215"
"Chinese Foods - Chicken","China","18","187","High","3006"
"Ice Cream Bar - Oreo Sandwich","Ghana","57","309","Medium","3300"
"Ecolab Silver Fusion","China","86","203","Low","3400"
"Spice - Greek 1 Step","Indonesia","54","390","Medium","2963"
"Iced Tea Concentrate","China","43","334","Medium","3300"
"Cocoa Powder - Dutched","Morocco","27","393","Medium","2981"
"Wine - Red Oakridge Merlot","Gambia","17","169","High","4000"
"Shallots","China","88","293","Low","3032"
"Tea - Honey Green Tea","Syria","5","138","Low","3935"
"Cup - 6oz, Foam","Poland","59","304","Medium","3401"
"Rum - Dark, Bacardi, Black","South Africa","28","181","High","3676"
"Wine - Gato Negro Cabernet","Indonesia","79","224","Low","3491"
"Mushroom - Oyster, Fresh","Argentina","59","289","Low","3285"
"Cheese - Mascarpone","Croatia","35","370","Medium","2684"
"Quail - Jumbo","China","63","382","Low","3083"
"Butter - Unsalted","Bulgaria","33","435","Low","3186"
"Wine - Fume Blanc Fetzer","Bangladesh","25","89","High","3115"
"Yogurt - Plain","Russia","32","305","Medium","2962"
"Beans - Kidney, Canned","Iran","68","221","Low","3340"
"Beef - Texas Style Burger","Czech Republic","22","197","High","3355"
"Tea - Herbal Orange Spice","Indonesia","13","110","High","3083"
"Pork - Bacon Cooked Slcd","Russia","40","389","Medium","3050"
"Sole - Iqf","France","3","117","High","3407"
"Madeira","Philippines","88","203","Low","3410"
"Coffee - Flavoured","China","68","283","Low","2843"
"Hold Up Tool Storage Rack","Ivory Coast","2","135","High","3583"
"Wine - Jackson Triggs Okonagan","Indonesia","89","208","Low","3108"
"Tomatoes - Yellow Hot House","Indonesia","43","346","Medium","2887"
"Miso Paste White","Tunisia","42","351","Medium","2817"
"Limes","Japan","41","396","Medium","3490"
"Edible Flower - Mixed","Philippines","32","382","Medium","3225"
"Beef - Short Loin","Sweden","29","161","High","3060"
"Beef - Texas Style Burger","Armenia","40","377","Medium","3034"
"Broom Handle","Afghanistan","80","230","Low","3107"
"Wine - Baron De Rothschild","China","42","328","Medium","3388"
"Bagelers","Indonesia","48","355","Medium","3012"
"Sobe - Lizard Fuel","Serbia","27","113","High","3716"
"Beans - Turtle, Black, Dry","Colombia","73","238","Low","3111"
"Salmon - Atlantic, Skin On","Portugal","43","302","Medium","3030"
"Bread Base - Italian","Poland","27","126","Low","3993"
"Coffee - Flavoured","China","4","188","Low","3634"
"Buttons","Lithuania","75","167","Low","3015"
"Oil - Peanut","Nigeria","63","246","Medium","3048"
"Bagel - Whole White Sesame","Mongolia","26","355","Medium","3235"
"Burger Veggie","Ivory Coast","71","279","Low","3440"
"Lettuce - Lambs Mash","Poland","4","130","High","3703"
"Cocoa Feuilletine","Philippines","65","202","Low","3380"
"Burger Veggie","Peru","22","193","Medium","3982"
"Chicken - Diced, Cooked","China","73","171","Low","3419"
"Fish - Halibut, Cold Smoked","China","32","325","High","2535"
"Sauce - Alfredo","China","18","109","Medium","3682"
"Straw - Regular","China","33","374","High","2690"
"Beans - Long, Chinese","Philippines","11","51","High","3211"
"Catfish - Fillets","Colombia","45","371","Medium","2559"
"Pepper - Cubanelle","Sweden","7","127","High","3988"
"Oil - Avocado","Indonesia","61","286","Medium","3182"
"Spice - Paprika","Russia","29","138","High","3863"
"Croissants Thaw And Serve","United States","54","341","Medium","2529"
"Tomatoes - Plum, Canned","China","30","122","High","3085"
"Nut - Pecan, Halves","Brazil","35","347","Medium","2960"
"Hipnotiq Liquor","Argentina","76","255","Low","3118"
"Aspic - Light","China","76","293","Low","3232"
"Wine - Chenin Blanc K.w.v.","Indonesia","76","263","Medium","3143"
"Turkey - Whole, Fresh","China","79","278","Medium","2787"
"Alize Gold Passion","Brazil","18","114","High","3543"
"Rappini - Andy Boy","Indonesia","10","151","High","3076"
"Nut - Almond, Blanched, Ground","Brazil","35","369","Low","2973"
"Stock - Veal, White","Ukraine","53","356","Medium","3205"
"Wine - Red, Harrow Estates, Cab","Indonesia","22","179","High","3558"
"Arrowroot","Chad","6","133","High","3498"
"Onions - Red","Bangladesh","25","158","High","3533"
"Garlic Powder","France","11","196","High","3335"
"Pork - Bacon Cooked Slcd","Croatia","36","394","High","2903"
"Pie Box - Cello Window 2.5","Philippines","65","287","Low","3299"
"Canadian Emmenthal","Russia","15","163","High","3481"
"Soup - Campbells - Chicken Noodle","Netherlands","44","389","Medium","2805"
"White Baguette","Russia","69","200","Medium","3340"
"Carbonated Water - Raspberry","Serbia","45","350","Medium","3238"
"Bread - Pain Au Liat X12","China","41","359","Medium","3395"
"Coffee - Cafe Moreno","Philippines","84","276","Low","3165"
"Longos - Greek Salad","Italy","43","348","Medium","3085"
"Goat - Leg","Indonesia","69","271","Low","3385"
"Pomegranates","France","6","178","High","3887"
"Water - Mineral, Carbonated","Portugal","45","338","Medium","3358"
"Salt - Rock, Course","China","20","109","High","3062"
"Tomatoes Tear Drop Yellow","Brazil","35","375","High","3448"
"Lamb - Whole Head Off","Indonesia","23","116","High","3174"
"Chocolate - Chips Compound","Lithuania","4","185","High","3182"
"Cookie Choc","China","0","175","Medium","3417"
"Table Cloth 54x54 Colour","United States","89","209","Low","3301"
"Whmis Spray Bottle Graduated","Sweden","63","222","Medium","2760"
"Soup - Knorr, Veg / Beef","South Korea","73","209","Low","2937"
"Wine - Savigny - Les - Beaune","China","40","302","Medium","3097"
"Wine - Alicanca Vinho Verde","China","12","138","High","3683"
"Pork - Chop, Frenched","Mexico","23","223","Medium","3636"
"Lamb - Whole, Fresh","Indonesia","52","205","Low","3922"
"Bread - Rolls, Rye","Bahamas","85","216","Low","3219"
"Chickhen - Chicken Phyllo","Poland","77","284","Low","3256"
"Syrup - Monin - Blue Curacao","China","54","350","Medium","3192"
"Pie Shell - 5","Peru","26","109","High","3958"
"Pasta - Rotini, Dry","China","34","320","Low","2669"
"Strawberries","Syria","72","204","Low","3474"
"Schnappes - Peach, Walkers","China","14","199","High","4069"
"Pork - Back Ribs","Philippines","41","331","Medium","3487"
"Juice - Pineapple, 341 Ml","China","99","227","Low","3482"
"Parasol Pick Stir Stick","China","8","158","High","3703"
"Munchies Honey Sweet Trail Mix","Brazil","68","208","Low","3029"
"Ecolab - Lime - A - Way 4/4 L","Japan","2","157","High","3286"
"Cheese - Gorgonzola","Panama","67","271","Low","3189"
"Boogies","Estonia","22","185","High","3921"
"Sauce - Cranberry","Bosnia and Herzegovina","66","250","Low","3417"
"Pastry - Butterscotch Baked","China","43","362","Low","2582"
"Tomatoes - Grape","Philippines","38","336","Medium","2763"
"Cheese - Cambozola","France","26","105","High","3699"
"Table Cloth 62x114 Colour","Dominican Republic","24","140","High","3819"
"Cheese - Cambozola","Colombia","46","308","Medium","3460"
"Crab - Blue, Frozen","North Korea","38","281","Low","3210"
"Tilapia - Fillets","Brazil","32","177","High","3228"
"Bagel - Everything","Portugal","34","303","Medium","2460"
"Liqueur Banana, Ramazzotti","China","42","300","Medium","2716"
"Plums - Red","Slovenia","70","235","Low","3063"
"Sole - Iqf","Portugal","31","318","High","3447"
"Juice - Lagoon Mango","Denmark","13","161","High","3892"
"Beef - Sushi Flat Iron Steak","Mexico","26","181","High","3516"
"Sesame Seed","Kosovo","74","205","Low","3262"
"Pepper - Julienne, Frozen","Spain","52","396","Medium","2981"
"Skirt - 29 Foot","Portugal","44","310","Medium","2612"
"Island Oasis - Mango Daiquiri","Afghanistan","17","181","High","4061"
"Beef - Tender Tips","South Africa","30","168","High","3485"
"Shrimp - Tiger 21/25","China","33","369","Medium","2514"
"Iced Tea - Lemon, 340ml","Belgium","21","100","High","3025"
"Juice - Apple, 341 Ml","China","59","333","Medium","2989"
"Bagels Poppyseed","Panama","19","172","High","3425"
"Carbonated Water - Raspberry","Netherlands","86","266","Low","3014"
"Garbage Bag - Clear","United States","28","180","High","3145"
"Nut - Almond, Blanched, Whole","China","42","396","Medium","2640"
"Cauliflower","Russia","42","388","Medium","3345"
"Muffin Batt - Choc Chk","China","43","398","Low","3359"
"Beer - Alexander Kieths, Pale Ale","Malaysia","90","253","Low","3465"
"Mangostein","Philippines","55","335","Medium","3218"
"Sauce - Caesar Dressing","Russia","63","216","Low","3071"
"Bread - Pita, Mini","Russia","61","249","Low","3272"
"Veal Inside - Provimi","Brazil","5","168","High","3375"
"Squid - U 5","France","83","241","Medium","2968"
"Bread - Calabrese Baguette","Colombia","34","218","High","3310"
"Chambord Royal","China","60","399","Medium","2718"
"Wine - Pinot Noir Latour","Russia","-27","136","High","3909"
"Squash - Pepper","Nigeria","2","127","High","3149"
"Icecream Cone - Areo Chocolate","Nigeria","12","107","High","3484"
"Sprouts - Peppercress","China","40","336","Medium","3118"
"Veal - Provimi Inside","China","80","213","Medium","3465"
"Foam Cup 6 Oz","Indonesia","14","177","High","3878"
"Salt And Pepper Mix - White","Cyprus","77","296","Low","2705"
"Soup - Campbells, Beef Barley","Brazil","51","345","Medium","2641"
"Bowl 12 Oz - Showcase 92012","Thailand","47","314","Medium","3510"
"Banana - Leaves","Peru","72","246","Low","3057"
"Wine - Guy Sage Touraine","Indonesia","84","223","Medium","3163"
"Spinach - Packaged","China","4","123","High","3130"
"Veal - Striploin","Azerbaijan","30","164","High","3374"
"Pasta - Orzo, Dry","Ecuador","39","367","High","2458"
"Cheese - Mozzarella","China","60","323","Medium","3439"
"Cookies Cereal Nut","Indonesia","82","242","Low","3356"
"Wine - Delicato Merlot","Palestinian Territory","51","318","Medium","3180"
"Cheese - St. Paulin","China","38","374","Medium","3039"
"Bols Melon Liqueur","Kazakhstan","33","308","Medium","3276"
"Whmis Spray Bottle Graduated","Poland","78","259","Low","3360"
"Club Soda - Schweppes, 355 Ml","Russia","31","388","High","3051"
"Buffalo - Tenderloin","Poland","56","357","Medium","3347"
"Wine - Chablis 2003 Champs","Portugal","9","190","High","3297"
"Red Snapper - Fresh, Whole","Belarus","49","312","Medium","2628"
"Cake - Box Window 10x10x2.5","Greece","4","102","High","3589"
"Zucchini - Mini, Green","Portugal","19","66","High","3475"
"Container - Clear 32 Oz","Russia","32","400","Medium","3403"
"Carbonated Water - Raspberry","Poland","79","212","High","3124"
"Cheese - Cream Cheese","Gabon","32","398","Medium","3419"
"V8 - Berry Blend","China","41","393","Medium","2865"
"Molasses - Fancy","Brazil","82","188","Low","3083"
"Wine - Conde De Valdemar","Indonesia","64","246","Low","3084"
"Ice Cream Bar - Rolo Cone","Indonesia","3","134","Medium","3865"
"Sauce - Marinara","Vietnam","8","70","Medium","3899"
"Bread - Raisin Walnut Oval","Indonesia","90","228","Low","3277"
"Soup - Boston Clam Chowder","China","5","188","High","3126"
"Bread - Rye","Philippines","60","164","Low","3320"
"Bar Special K","China","30","317","High","2633"
"Teriyaki Sauce","Germany","67","216","Low","3149"
"Tea - Decaf Lipton","China","58","315","Medium","2933"
"Curry Powder Madras","Iceland","26","366","Medium","3233"
"Sprouts - Alfalfa","Indonesia","86","232","Low","3038"
"Squash - Pepper","Indonesia","31","331","Medium","3045"
"Milk Powder","Ukraine","83","230","Low","3178"
"Mikes Hard Lemonade","China","90","216","Medium","3245"
"Walkers Special Old Whiskey","Philippines","7","110","High","3441"
"Beans - Wax","United States","62","231","Medium","3070"
"Bread - French Baquette","Spain","56","345","Medium","2579"
"Tequila Rose Cream Liquor","China","26","214","High","3626"
"Bok Choy - Baby","China","60","346","High","3266"
"Wine - Guy Sage Touraine","Slovenia","52","382","Medium","2351"
"Lid - Translucent, 3.5 And 6 Oz","Philippines","48","157","High","3181"
"Anchovy In Oil","China","57","330","Medium","2591"
"Juice - V8 Splash","Tanzania","23","194","High","3880"
"Tarragon - Primerba, Paste","Portugal","11","164","High","3437"
"Flower - Daisies","Vietnam","10","176","Medium","3835"
"Calypso - Pineapple Passion","Argentina","54","330","Medium","3230"
"Vermacelli - Sprinkles, Assorted","China","87","234","Low","3273"
"Mints - Striped Red","China","37","318","Medium","2765"
"Muffin Batt - Blueberry Passion","China","60","344","Medium","3056"
"The Pop Shoppe - Root Beer","Kyrgyzstan","9","153","High","3659"
"Lamb Rack Frenched Australian","Morocco","88","290","Medium","3036"
"Bread - Ciabatta Buns","Bangladesh","5","105","High","3035"
"Bandage - Finger Cots","Guatemala","54","381","Medium","2999"
"Dc - Frozen Momji","Colombia","40","301","Medium","2924"
"Latex Rubber Gloves Size 9","China","8","192","High","3087"
"Smoked Tongue","Vietnam","6","194","High","3767"
"Icecream - Dstk Super Cone","Indonesia","6","105","High","3515"
"Pork - Back Ribs","Russia","64","285","High","3288"
"Fish - Bones","Philippines","12","193","High","3044"
"Lid - 16 Oz And 32 Oz","Haiti","19","120","High","3159"
"Hagen Daza - Dk Choocolate","Russia","3","168","High","3992"
"Snapple - Iced Tea Peach","China","77","227","Low","3166"
"Squid - U 5","Tunisia","10","236","High","3335"
"Remy Red Berry Infusion","Thailand","25","177","High","3816"
"Snapple Lemon Tea","Morocco","17","121","High","4217"
"Asparagus - White, Fresh","Sweden","24","166","High","3207"
"Pork - Side Ribs","Brazil","27","161","High","3325"
"Samosa - Veg","Georgia","10","181","High","3513"
"Juice - Grapefruit, 341 Ml","Sweden","16","152","Medium","3368"
"Carrots - Purple, Organic","China","53","278","Low","3036"
"Soup - Campbells Mac N Cheese","Sweden","59","342","High","3063"
"Lettuce - Romaine","Indonesia","49","333","Medium","3386"
"Wine - Ej Gallo Sierra Valley","Russia","106","300","Low","3005"
